,tweet,tweetP,Category
3161,"Vaccines may end up protecting us against the #OmicronVariant after all, as they have done with earlier variants. The World Health Organization (WHO) says it will take us another two to four weeks to figure out what's going on#OmicronAlert #CovidVaccinehttps://t.co/RoCpMUiUWv",vaccines may end protecting us omicronvariant done earlier variants world health organization says take us another two four weeks figure going omicronalert,neutral
3162,"Covid is a deadly pandemic. It killed science, logic, evidence-based medicine, and common sense ⚰️",covid deadly pandemic killed science logic evidence based medicine common sense,negative
3163,"This is one of the most egregious things I’ve seen. This man has presided over 150,000 #COVID deaths, of which 60% were disabled. A government that has seen 100,000+ deaths in PIP. £70 million disability cuts. Claiming to support the #disabled on #IDPWD? #IDPWD2021 #Disability https://t.co/86gy9JiOQI",this one egregious things seen man presided 150 000 covid deaths 60 disabled government seen 100 000 deaths pip 70 million disability cuts claiming support disabled idpwd idpwd2021 disability,negative
3164,"More Than 400 Studies on the Failure of Compulsory Covid Interventions (masks, mandates, etc.)BY PAUL ELIAS ALEXANDER   NOVEMBER 30, 2021https://t.co/aCvm3niv0d",more 400 studies failure compulsory covid interventions masks mandates etc paul elias alexander november 30,positive
3165,"@WokeSlayingDog @FireandIce1227 Not my kids, f that crap. I got the shot for covid and regret it everyday. I will never have them get this shot.",not kids f crap got shot covid regret everyday never get shot,negative
3166,I think I just convinced a guy to get vaccinated while I was doing his vasectomy by explaining to him the negative effects of COVID on the penis and I'm very proud of myself.,i think convinced guy get vaccinated vasectomy explaining negative effects covid penis proud myself,positive
3167,"India has administered 125 crore vaccines, strengthening our fight against COVID. Get yourself vaccinated and contribute to the nation's fight against the pandemic.#IndiaFightsCorona https://t.co/ANKbbjRMJV",india administered 125 crore vaccines strengthening fight covid get vaccinated contribute nation fight pandemic indiafightscorona,neutral
3168,If it was all about peoples health they would not be introducing a fucking COVID pass for gyms &amp; leisure centres. Following the science my fucking ass. They are all scumbags.,if peoples health would introducing fucking covid pass gyms amp leisure centres following science fucking ass scumbags,negative
3169,"@Hereweg93828168 @OCaoilte09 @BBC_translator 40,000 cases are NOT necessarily infections. 1600 people die every day on average. 120 people that are within 28 days of a positive result. Covid isn't even the actual cause of death in many of them. Manipulated data.",translator 40 000 cases necessarily infections 1600 people die every day average 120 people within 28 days positive result covid even actual cause death many manipulated data,positive
3170,@osoroKE Send the soldiers huku wapate juo to boost immunity now that it is raining. Homa ni mbaya na nimeskia kuna new variant ya Covid. https://t.co/EzjRtgoKLY,send soldiers huku wapate juo boost immunity raining homa ni mbaya na nimeskia kuna new variant ya covid,positive
3171,The cost of a COVID test is a human rights abuse.,the cost covid test human rights abuse,neutral
3172,I can’t fucking do this again. I can’t. It’s like hearing about each new COVID variant popping up https://t.co/rb8lTA3ULJ,i fucking like hearing new covid variant popping up,negative
3173,"@Shirley04101935 @trevor7979 I don't believe Covid is real (as I'm sure you've seen me tweet), but I don't hold it against those either who are still undecided/feel otherwise as long as they are fighting this fight.But even IF it was real, it takes about 10 seconds of looking around to see it's not harmful.",i believe covid real sure seen tweet hold either still undecided feel otherwise long fighting fight even real takes 10 seconds looking around see harmful,positive
3174,"@ViWiram @CNBCTV18Live @MoHFW_INDIA @TimsyJaipuria True and they are not even following covid norms still offline seminar,classes are happening and only few are wearing masks",india true even following covid norms still offline seminar classes happening wearing masks,positive
3175,"Patrick Christys: You’re too busy to diagnose people with cancer, but you’ve got all the time to administer a Covid vaccine for cold, hard cash https://t.co/ABwB3sft9u",patrick christys busy diagnose people cancer got time administer covid vaccine cold hard cash,negative
3176,@ReviewsPossum This tweet is because of covid,this tweet covid,neutral
3177,"""""""So"," Trump knew he was infected with covid-19 during the 2020 debate on stage with Joe Biden.Donald attempted a """"""""poison breath from Dune"""""""" attack on Biden.Secret Service needs to seriously level up their imagination skills. Incumbents can't attempt assassination of challengers. https://t.co/a6NksEy5ct""""""",negative
3178,YG Entertainment reports that BLACKPINK’s Lisa has recovered from COVID-19 and has come out of self-isolation. 🤍 https://t.co/4BGSt1c35Q,yg entertainment reports blackpink lisa recovered covid 19 come self isolation,neutral
3179,"At least we have an explanation now as to why the Johnson’s broke Covid rules last Christmas by having friends come to stay.They claimed that they required assistance with their toddler, which seemed pretty fucking weird over Xmas, until it became clear they were out partying.",at least explanation johnson broke covid rules last christmas friends come stay claimed required assistance toddler seemed pretty fucking weird xmas became clear partying,negative
3180,"""""""This COVID lunacy will end only when Fauci is STOPPED.A muddled Joe Biden refered to Fauci as """"""""the president.""""""""  More Americans are rising up and fighting back. They   know we are on to them. Hold the line! https://t.co/iiEMWF5fdL""""""",this covid lunacy end fauci stopped muddled joe biden refered fauci president americans rising fighting back know hold line,neutral
3181,"EXC: Billionaire Tory donor’s firm continued to claim millions of pounds’ worth of taxpayer-funded furlough money after recording a £75.3million profit, The Independent can reveal.https://t.co/JxMrJniDCZ",exc billionaire tory donor firm continued claim millions pounds worth taxpayer funded furlough money recording 75 3million profit independent reveal,positive
3182,@ebottcher Mask work about as good AIDS as it did for covid 🤫,mask work good aids covid,positive
3183,YG Announces #BLACKPINK's #Lisa Has Recovered From COVID-19 + Is Released From Self-Quarantinehttps://t.co/NpqHx3bnpg https://t.co/FpCDfJuAsk,yg announces blackpink lisa recovered covid 19 released self,neutral
3184,"""""""Unfortunately"," the Gennadiy """"""""GGG"""""""" Golovkin vs. Ryōta Murata event originally scheduled for Dec. 29 in Japan has been postponed due to new Covid-19 restrictions. A new date for the fight is being actively explored. https://t.co/AGVdsXyqfe""""""",positive
3185,"❗Grainger Market Covid-19 vaccine clinic❗📆 Today - Saturday 4th December⏰ 10 am to 5 pm📍 Grainger Market, Newcastle🚸 Anyone aged 12 and above✅ No appointment needed🔗 https://t.co/Y83jOagMro https://t.co/VM7Gp67AZ5",grainger market covid 19 vaccine clinic today saturday 4th december 10 5 pm grainger market newcastle anyone aged 12 appointment needed,negative
3186,"There is hardly anyone in the country of more than 130 crore where one hasn't lost someone known to Covid since March 2020. Yet, the Central Govt claims 4.7 lakh people have died. We all know it is an absolute lie &amp; there are families out there who need help! #SpeakUpForCovidNyay",there hardly anyone country 130 crore one lost someone known covid since march 2020 yet central govt claims 4 7 lakh people died know absolute lie amp families need help speakupforcovidnyay,negative
